rec_id,citation,ref_id
755,"Simons and others (1983)",525
756,"McMannis and Chadwick (1964, p. 43)",495
757,"Roberts (1964)",516
758,"Winchell (1914, p. 142)",542
758,"Fritzsche (1935)",456
758,"Sahinen (1939, p. 50)",517
758,"Loen and Pearson (1989, site no. 680)",485
759,"Pardee and Larsen (1929)",510
759,"Bowles and Stoddard (1930, p. 101)",443
759,"Perry (1948, p. 40-41)",514
759,"Bassett (1959)",430
759,"Sahinen and Crowley (1959, p. 4)",518
759,"Boettcher (1967)",440
759,"Wylie and Verkouteren (2000)",543
759,"Meeker and others (2003)",496
759,"Peipins and others (2003)",513
759,"Sullivan (2007)",531
760,"Johns (1959, p. 40)",478
760,"Johns (1961, p. 38)",479
761,"Johns (1959, p. 39-40)",478
761,"Johns (1961, p. 37)",479
762,"Lasky (1947, p. 93)",483
762,"Northrop (1959, p. 99)",503
763,"Dunham (1935, p. 238-239)",453
763,"Northrop (1959, p. 99, 460)",503
764,"Talmage and Wootton (1937, p. 138-140)",532
764,"Hewitt (1959, p. 108)",473
764,"Northrop (1959, p. 460)",503
764,"McLemore and others (1996, p. 209)",493
764,"McLemore and others (2000)",494
765,"Blake (1895, p. 192-193)",438
765,"Schmitt (1935)",520
765,"Talmage and Wootton (1937, p. 48)",532
765,"Kelley (1949, p. 94-98)",480
765,"Northrop (1959, p. 98, 99, 460, 518)",503
765,"Hernon and others (1964)",472
766,"Kelley (1949, p. 213-223)",480
766,"Northrop (1959, p. 99)",503
767,"Fields (1963)",455
767,"Harris (2002)",463
768,"Hausel (1994, p. 26)",465
768,"Harris (2002)",463
769,"Spencer (1916, p. 18-19)",528
769,"Diller (1920, p. 201)",451
769,"Beckwith (1939, p. 816-821)",432
769,"Bowles (1955, p. 24)",5
769,"Osterwald and others (1959, p. 7)",508
769,"Harris (2002)",463
770,"Beckwith (1939, p. 821-822)",432
770,"Bowles (1955, p. 24)",5
770,"Osterwald and others (1959, p. 7)",508
770,"Harris (2002)",463
771,"Beeler (1910)",434
771,"Diller (1911, p. 512-516)",207
771,"Bowles (1937, p. 25)",441
771,"Bowles (1955, p. 24)",5
771,"Beckwith (1939, p. 832-834)",432
771,"Osterwald and others (1959, p. 8)",508
771,"Harris (2002)",463
772,"Beckwith (1939, p. 834-835)",432
772,"Harris (2002)",463
773,"Beckwith (1939, p. 836)",432
773,"Osterwald and others (1959, p. 7)",508
774,"Hagner (1944, p. 27-28)",460
774,"Harris (2002, p. 5)",463
774,"Van Gosen and others (2005, p. 4-7)",538
775,"Barrow (1910)",429
775,"Beeler (1910, 1911a, 1911b)",434
775,"Diller (1911, p. 512-516)",207
775,"Bowles (1937, p. 25)",441
775,"Bowles (1955, p. 24)",5
775,"Beckwith (1939, p. 822-829)",432
775,"Osterwald and others (1959, p. 8)",508
775,"Harris (2002)",463
776,"Love (1934, p. 4-5)",487
776,"Osterwald and others (1959, p. 8)",508
776,"Harris (2002)",463
777,"Sampson (1923, p. 317)",238
777,"Beckwith (1939, p. 814-815)",432
777,"Bowles (1955, p. 24)",5
777,"Osterwald and others (1959, p. 8)",508
778,"Beckwith (1939, p. 837)",432
778,"Osterwald and others (1959, p. 9)",508
779,"Miser and Ross (1922, 1923a, 1923b)",588
779,"Faust and Fahey (1962, p. 10)",95
779,"Gogineni and others (1978)",574
779,"Waldman and others (1987)",611
779,"Kidwell (1990)",581
779,"Dunn (2002)",568
780,"Miser and Ross (1923b)",590
781,"Wagner (1954)",610
781,"Cullers and others (1985)",563
782,"Moore and Haynes (1920)",591
782,"Bridge (1953)",554
782,"Byrne and others (1956)",556
782,"Eastwood and Brookins (1965)",569
783,"Bridge (1953)",554
783,"Eastwood and Brookins (1965)",569
783,"Rosa (1966)",604
783,"Rosa and Brookins (1966)",605
784,"Conrad (1952)",561
784,"Heinrich (1962)",579
784,"Heinrich (1976, p. 83)",580
785,"Rominger (1881, p. 95-98)",603
785,"Heinrich (1976, p. 35)",580
786,"Snelgrove and others (1944, p. 54)",609
786,"Broderick (1945)",555
786,"Heinrich (1976, p. 83)",580
787,"Rominger (1881, p. 135-136)",603
787,"Creveling (1926)",562
787,"Gair and Thaden (1968, p. 56-57)",573
787,"Heinrich (1976, p. 83)",580
788,"Bailey and Tyler (1960, p. 153, 172)",546
788,"Heinrich (1976, p. 86-87)",580
789,"White (1954, p. 64-66)",612
790,"Dake (1930, p. 222-223)",564
791,"Allen and Fahey (1952, 1956)",544
791,"Murphy and Ohle (1968)",593
791,"Kisvarsanyi (1966)",582
791,"Kisvarsanyi and Proctor (1967)",584
791,"Kisvarsanyi and Kisvarsanyi (1989)",583
792,"Ziegler (1914, p. 153-154)",615
792,"Connolly and O'Harra (1929, p. 340)",560
792,"Roberts and Rapp (1965, p. 14)",600
792,"DeWitt and others (1988a)",565
793,"Ziegler (1914, p. 153)",615
793,"Connolly and O'Harra (1929, p. 340)",560
793,"Roberts and Rapp (1965, p. 14)",600
794,"Sharwood (1911, p. 746)",606
794,"Ziegler (1914, p. 153-154)",615
794,"Noble (1950)",594
794,"Roberts and Rapp (1965, p. 12, 14)",600
794,"McCarthy (1976)",587
794,"Paterson and Lisenbee (1990)",597
794,"Caddey and others (1991)",557
795,"Rohrbacher (1973)",602
795,"Bourbon (1981, 1982)",551
795,"Price and others (1983, p. 64)",598
795,"Edwards (1984)",570
795,"Kyle and Clark (1990)",585
796,"Rohrbacher (1973)",602
796,"Bourbon (1981, 1982)",551
796,"Price and others (1983, p. 61)",598
796,"Edwards (1984)",570
796,"Kyle and Clark (1990)",585
797,"Rohrbacher (1973)",602
797,"Bourbon (1981, 1982)",551
797,"Price and others (1983, p. 66)",598
797,"Edwards (1984)",570
797,"Kyle and Clark (1990)",585
798,"Rohrbacher (1973)",602
798,"Wylie and Huggins (1980)",614
798,"Bourbon (1981, 1982)",551
798,"Price and others (1983, p. 62)",598
798,"Edwards (1984)",570
798,"Kyle and Clark (1990)",585
799,"Rohrbacher (1973)",602
799,"Wylie and Huggins (1980)",614
799,"Bourbon (1981, 1982)",551
799,"Price and others (1983, p. 62)",598
799,"Edwards (1984)",570
799,"Kyle and Clark (1990)",585
800,"Barnes and others (1942, p. 109)",549
800,"Barnes (1943, p. 76)",547
800,"Barnes (1952)",548
800,"Dietrich and Lonsdale (1958, p. 13-14)",567
801,"Paige (1912, p. 14)",596
801,"Barnes (1943, p. 81-83)",547
801,"Dietrich and Lonsdale (1958, p. 14)",567
801,"Clabaugh and Barnes (1959, p. 19-23)",559
801,"Rogers (1961)",601
802,"Barnes and others (1942, p. 111)",549
802,"Barnes (1943, p. 84-86)",547
802,"Dietrich and Lonsdale (1958, p. 14)",567
803,"Bowles (1955, p. 23-24)",5
804,"Bayley and others (1966, p. 70)",550
1001,"Ferns and Ramp (1988, p. 36)",10
1002,"Ferns and Ramp (1988, p. 33, 35)",10
1003,"Cox (1968)",7
1004,"Boggs (1984)",4
1004,"Becker (1991)",3
1005,"Glover (1936, p. 14)",12
1005,"Bowles (1955, p. 28)",5
1005,"Valentine (1960, p. 7)",25
1006,"Valentine (1960, p. 8)",25
1007,"Valentine (1960, p. 8)",25
1008,"Pohl and others (1982)",157
1009,"MacDonald (1941)",131
1009,"Pabst (1942)",151
1010,"Chesterman (1942)",68
1011,"Short (1933)",166
1011,"Keskinen (1981, p. 910)",110
1012,"Pelletier (1962, p. 5)",155
1013,"Chesterman (1966)",69
1014,"Crippen (1976)",85
1015,"Crippen (1976)",85
1016,"Harder (1912)",105
1016,"Hadley (1945)",103
1016,"Dubois and Brummett (1968)",92
1017,"Cooney (1956)",80
1017,"DeVito and Ordway (1984)",91
1018,"Laurs and others (1997)",115
1019,"Merriam and Laudermilk (1936)",137
1020,"Creasey (1946)",84
1021,"Gross and others (1967)",102
1022,"Leo (1967, p. 34, 40)",117
1023,"Albino (1995)",29
1024,"Wright (1957)",188
1024,"Wright (1968, p. 36-37)",189
1024,"Evans and others (1976, p. 40, 43, 45)",94
1024,"Van Gosen and others (2004a, 2004b)",177
1025,"Wright (1957)",188
1025,"Wright (1968, p. 40-43)",189
1025,"Norman and Stewart (1951, p. 123-124)",143
1025,"Evans and others (1976, p. 45)",94
1025,"Van Gosen and others (2004a, 2004b)",177
1026,"Wright (1968, p. 73)",189
1026,"Van Gosen and others (2004a, 2004b)",177
1027,"Wright (1957)",188
1027,"Wright (1968, p. 60-61)",189
1027,"Norman and Stewart (1951, p. 125-126)",143
1027,"Evans and others (1976, p. 43)",94
1027,"Van Gosen and others (2004a, 2004b)",177
1028,"Wright (1957)",188
1028,"Wright (1968, p. 48-52)",189
1028,"Norman and Stewart (1951, p. 126-127)",143
1028,"Franklin (1965)",99
1028,"Papke (1975)",154
1028,"Evans and others (1976, p. 38-43)",94
1028,"Van Gosen and others (2004a, 2004b, 2004c)",177
1029,"Wright (1957)",188
1029,"Wright (1968, p. 62-63)",189
1029,"Evans and others (1976, p. 41)",94
1029,"Van Gosen and others (2004a, 2004b)",177
1030,"Wright (1968, p. 34-35)",189
1030,"Van Gosen and others (2004a, 2004b)",177
1031,"Wright (1957)",188
1031,"Wright (1968, p. 61-62)",189
1031,"Norman and Stewart (1951, p. 126)",143
1031,"Evans and others (1976, p. 45-46)",94
1031,"Van Gosen and others (2004a, 2004b)",177
1032,"Wright (1968, 56-57)",189
1032,"Norman and Stewart (1951, p. 125)",143
1032,"Van Gosen and others (2004a, 2004b)",177
1033,"Wright (1957)",188
1033,"Wright (1968, p. 44-46)",189
1033,"Norman and Stewart (1951, p. 124-125)",143
1033,"Van Gosen and others (2004a, 2004b)",177
1034,"Wright (1968, p. 40)",189
1034,"Van Gosen and others (2004a, 2004b)",177
1035,"Wright (1957)",188
1035,"Wright (1968, p. 35)",189
1035,"Van Gosen and others (2004a, 2004b)",177
1036,"Wright (1957)",188
1036,"Wright (1968, p. 55)",189
1036,"Van Gosen and others (2004a, 2004b)",177
1037,"Wright (1957)",188
1037,"Wright (1968, p. 56)",189
1037,"Van Gosen and others (2004a, 2004b)",177
1038,"Wright (1957)",188
1038,"Wright (1968, p. 43-44)",189
1038,"Norman and Stewart (1951, p. 124)",143
1038,"Van Gosen and others (2004a, 2004b)",177
1039,"Wright (1957)",188
1039,"Wright (1968, p. 35-36)",189
1039,"Van Gosen and others (2004a, 2004b)",177
1040,"Wright (1957)",188
1040,"Wright (1968, p. 73-74)",189
1040,"Wright and others (1953, p. 198-199)",190
1040,"Van Gosen and others (2004a, 2004b)",177
1041,"Wright (1957)",188
1041,"Wright (1968, p. 40)",189
1041,"Wright and others (1953, p. 202-203)",190
1041,"Van Gosen and others (2004a, 2004b)",177
1042,"Wright (1968, p. 61)",189
1042,"Van Gosen and others (2004a, 2004b)",177
1043,"Wright (1957)",188
1043,"Wright (1968, p. 68-70)",189
1043,"Wright and others (1953, p. 211, 213)",190
1043,"Van Gosen and others (2004a, 2004b)",177
1044,"Wright (1957)",188
1044,"Wright (1968, p. 74)",189
1044,"Wright and others (1953, p. 199-200)",190
1044,"Van Gosen and others (2004a, 2004b)",177
1045,"Wright (1957)",188
1045,"Wright (1968, p. 74-78)",189
1045,"Wright and others (1953, p. 213-215)",190
1045,"Van Gosen and others (2004a, 2004b)",177
1046,"Wright (1957)",188
1046,"Wright (1968, p. 33-34)",189
1046,"Wright and others (1953, p. 200)",190
1046,"Van Gosen and others (2004a, 2004b)",177
1047,"Wright (1957)",188
1047,"Wright (1968, p. 63-65)",189
1047,"Wright and others (1953, p. 206-207)",190
1047,"Van Gosen and others (2004a, 2004b)",177
1048,"Wright (1957)",188
1048,"Wright (1968, p. 52-55)",189
1048,"Wright and others (1953, p. 204)",190
1048,"Evans and others (1976, p. 45)",94
1048,"Van Gosen and others (2004a, 2004b, 2004c)",177
1049,"Wright (1957)",188
1049,"Wright (1968, p. 57-60)",189
1049,"Wright and others (1953, p. 205)",190
1049,"Evans and others (1976, p. 45)",94
1049,"Van Gosen and others (2004a, 2004b)",177
1050,"Wright (1957)",188
1050,"Wright (1968, p. 47-48)",189
1050,"Wright and others (1953, p. 203)",190
1050,"Van Gosen and others (2004a, 2004b)",177
1051,"Wright (1957)",188
1051,"Wright (1968, p. 57-60)",189
1051,"Wright and others (1953, p. 205-206)",190
1051,"Evans and others (1976, p. 45)",94
1051,"Van Gosen and others (2004a, 2004b, 2004c)",177
1052,"Wright (1957)",188
1052,"Wright (1968, p. 70)",189
1052,"Wright and others (1953, p. 204-205)",190
1052,"Van Gosen and others (2004a, 2004b)",177
1053,"Wright (1957)",188
1053,"Wright (1968, p. 55-56)",189
1053,"Van Gosen and others (2004a, 2004b)",177
1054,"Wright (1957)",188
1054,"Wright (1968, p. 31-33)",189
1054,"Wright and others (1953, p. 199)",190
1054,"Van Gosen and others (2004a, 2004b)",177
1055,"Wright (1957)",188
1055,"Wright (1968, p. 37-38)",189
1055,"Wright and others (1953, p. 201)",190
1055,"Van Gosen and others (2004a, 2004b)",177
1056,"Wright (1957)",188
1056,"Wright (1968, p. 63)",189
1056,"Wright and others (1953, p. 206)",190
1056,"Van Gosen and others (2004a, 2004b)",177
1057,"Wright (1952)",186
1057,"Wright (1957)",188
1057,"Wright (1968, p. 70-73)",189
1057,"Wright and others (1953, p. 209-211)",190
1057,"Van Gosen and others (2004a, 2004b)",177
1058,"Wright (1968, p. 55)",189
1058,"Van Gosen and others (2004a, 2004b)",177
1059,"Wright (1952)",186
1059,"Wright (1957)",188
1059,"Wright (1968, p. 78)",189
1059,"Wright and others (1953, p. 215-216)",190
1059,"Van Gosen and others (2004a, 2004b)",177
1060,"Wright (1957)",188
1060,"Wright (1968, p. 65-67)",189
1060,"Wright and others (1953, p. 207)",190
1060,"Evans and others (1976, p. 41, 45)",94
1060,"Van Gosen and others (2004a, 2004b)",177
1061,"Wright (1957)",188
1061,"Wright (1968, p. 39)",189
1061,"Van Gosen and others (2004a, 2004b)",177
1062,"Wright (1968, p. 63)",189
1062,"Van Gosen and others (2004a, 2004b)",177
1063,"Wright (1957)",188
1063,"Wright (1968, p. 67-68)",189
1063,"Wright and others (1953, p. 207-208)",190
1063,"Van Gosen and others (2004a, 2004b)",177
1064,"Wright (1957)",188
1064,"Wright (1968, p. 34)",189
1064,"Wright and others (1953, p. 200-201)",190
1064,"Van Gosen and others (2004a, 2004b)",177
1065,"Wright (1957)",188
1065,"Wright (1968, p. 36)",189
1065,"Wright and others (1953, p. 201)",190
1065,"Van Gosen and others (2004a, 2004b)",177
1066,"Wright (1957)",188
1066,"Wright (1968, p. 39-40)",189
1066,"Wright and others (1953, p. 202)",190
1066,"Van Gosen and others (2004a, 2004b)",177
1067,"Tucker and Sampson (1943, p. 548-549)",173
1067,"Wicks (1930)",180
1067,"Wright (1950, p. 278-279)",185
1067,"Wright (1954)",187
1067,"Wright and others (1953, p. 198, 208-209)",190
1067,"Wright (1954, p. 4, 23)",187
1067,"Van Gosen and others (2004a)",177
1068,"Tucker and Sampson (1943, p. 548-549)",173
1068,"Wicks (1930)",180
1068,"Wright (1950, p. 278-279)",185
1068,"Wright (1954)",187
1068,"Wright and others (1953, p. 198, 208-209)",190
1068,"Wright (1954, p. 4-6, 19)",187
1068,"Van Gosen and others (2004a)",177
1069,"Tucker and Sampson (1943, p. 548-549)",173
1069,"Wicks (1930)",180
1069,"Wright (1950, p. 278-279)",185
1069,"Wright (1954)",187
1069,"Wright and others (1953, p. 198, 208-209)",190
1069,"Wright (1954, p. 4-6, 19-20)",187
1069,"Van Gosen and others (2004a)",177
1070,"Tucker and Sampson (1943, p. 548-549)",173
1070,"Wicks (1930)",180
1070,"Wright (1950, p. 278-279)",185
1070,"Wright (1954)",187
1070,"Wright and others (1953, p. 198, 208-209)",190
1070,"Wright (1954, p. 4-5, 20)",187
1070,"Van Gosen and others (2004a)",177
1071,"Tucker and Sampson (1943, p. 548-549)",173
1071,"Wicks (1930)",180
1071,"Wright (1950, p. 278-279)",185
1071,"Wright (1954)",187
1071,"Wright and others (1953, p. 198, 208-209)",190
1071,"Wright (1954, p. 4, 6, 21-22)",187
1071,"Van Gosen and others (2004a)",177
1072,"Tucker and Sampson (1943, p. 548-549)",173
1072,"Wicks (1930)",180
1072,"Wright (1950, p. 278-279)",185
1072,"Wright (1954)",187
1072,"Wright and others (1953, p. 198, 208-209)",190
1072,"Wright (1954, p. 4, 20-21)",187
1072,"Van Gosen and others (2004a)",177
1073,"Tucker and Sampson (1943, p. 548-549)",173
1073,"Wicks (1930)",180
1073,"Wright (1950, p. 278-279)",185
1073,"Wright (1954)",187
1073,"Wright and others (1953, p. 198, 208-209)",190
1073,"Wright (1954, p. 4, 21)",187
1073,"Van Gosen and others (2004a)",177
1074,"Wright and others (1953, p. 216)",190
1074,"Van Gosen and others (2004a)",177
1075,"Tucker and Sampson (1943, p. 548-549)",173
1075,"Wicks (1930)",180
1075,"Wright (1950, p. 278-279)",185
1075,"Wright (1954)",187
1075,"Wright and others (1953, p. 198, 208-209)",190
1075,"Wright (1954, p. 4-6, p. 22-23)",187
1075,"Van Gosen and others (2004a)",177
1076,"Wright and others (1953, p. 216)",190
1076,"Van Gosen and others (2004a)",177
1077,"Wright and others (1953, p. 203-204)",190
1077,"Van Gosen and others (2004a)",177
1078,"Wright and others (1953, p. 202)",190
1078,"Van Gosen and others (2004a)",177
1079,"Lindgren (1926, p. 139-140)",221
1079,"Galbraith (1947, p. 82)",211
1079,"Anderson and Blacet (1972, p. 73-74)",193
1080,"Ransome (1903, p. 134-148)",234
1080,"Galbraith (1947, p. 82)",211
1080,"Peterson (1962, p. 116-118)",232
1081,"Moolick and Durek (1966)",224
1082,"Galbraith (1947, p. 82)",211
1083,"Butler and others (1938, p. 60)",201
1084,"Evans (1974)",208
1084,"Anonymous (1989)",195
1084,"Smith and Sharon (1994)",239
1084,"Castor and Ferdock (2004, p. 128, 440)",202
1085,"Castor and Ferdock (2004, p. 128)",202
1086,"Castor and Ferdock (2004, p. 440)",202
1087,"McKnight (1974, p. 68)",491
1088,"Olson and Wallace (1956)",507
1088,"Temple and Grogan (1965)",534
1088,"Nash (1972)",500
1088,"Olson (1974)",505
1088,"Hedlund and Olson (1975)",466
1088,"Armbrustmacher (1980)",426
1088,"Olson and Hedlund (1981)",506
1088,"White-Pinilla (1996)",541
1088,"Cappa (1998)",445
1088,"Shaver and Lunceford (1998)",522
1088,"Lowers (2005)",489
1088,"Van Gosen and others (2005)",538
1089,"Behre and others (1936)",437
1090,"Eckel (1997, p. 188, 497)",454
1091,"Sims and others (1958, p. 180-183)",526
1092,"Tullis (1944, p. 150-153)",535
1092,"Van Gosen and others (2005, p. 4-5)",538
1093,"Crowley (1960)",447
1093,"Heinrich and Levinson (1961)",470
1094,"McLemore and others (1996, p. 142-144 )",493
1094,"V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007",
1095,"Dunbar and McLemore (2000)",452
1095,"V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007",
1096,"Beane and others (1975)",431
1096,"Bloom (1975)",439
1096,"Kelley (1949, p. 183-186, Plates 2, 3, 9, and 10)",480
1096,"V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007",
1097,"Cargo (1959)",446
1097,"V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007",
1098,"Paige (1911)",509
1098,"McKnight and Fellows (1978)",492
1098,"V.T. McLemore, New Mexico Bureau of Mines and Geology, written communication, 2007",
1099,"Patton (1940)",512
1099,"Kelley (1952)",481
1100,"Bayley and others (1966, p. 65-69, plates 1-3)",550
1101,"Sliter (1970)",608
1101,"Heinrich (1976, p. 185)",580
1102,"Gair and Thaden (1968, p. 13)",573
1103,"Williams (1963, p. 614)",613
1103,"Heinrich (1976, p. 207)",580
1104,"White (1954)",612
1104,"Gunderson and Schwartz (1962)",577
1104,"French (1968)",572
1104,"Morey and others (1972)",592
1104,"Carter (1974)",558
1104,"Great Lakes Research Advisory Board (1975)",576
1105,"Grawe (1943, p. 20-21, 26-29)",575
1106,"Sides (1981)",607
1106,"Lowell and Noll (2001)",586
1107,"Ziegler (1914, p. 154)",615
1107,"Roberts and Rapp (1965, p. 14)",600
1107,"Ratte (1980)",599
1108,"Hamilton (1935, p. 9, 12)",578
1108,"Roberts and Rapp (1965, p. 12)",600
1108,"Norton (1976)",595
1108,"DeWitt and others (1988b)",566
1109,"Hamilton (1935, p. 9, 12)",578
1109,"Roberts and Rapp (1965, p. 12)",600
1109,"Norton (1976)",595
1109,"DeWitt and others (1988b)",566
